postcode,supplier,phone,link
BT490AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
NE191AA,Not Found,Not Found,Not Found
BT5 4AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
NE211QY,Not Found,Not Found,Not Found
NE230AA,Not Found,Not Found,Not Found
NE200AA,Not Found,Not Found,Not Found
BT521AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT513AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
CV9 1AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
B20 1AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
MK111AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
MK100AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
NE261AA,Not Found,Not Found,Not Found
MK145AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
MK130AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
MK160AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
AB5 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
MK170AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
MK196AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
NE331AA,Not Found,Not Found,Not Found
MK3 5AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
MK2 2AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
MK410AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
NE350AA,Not Found,Not Found,Not Found
NE340AA,Not Found,Not Found,Not Found
MK401AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
MK420AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
NE360AA,Not Found,Not Found,Not Found
MK430AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
MK441AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
MK464AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
NE391AA,Not Found,Not Found,Not Found
MK451AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
BT546AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT536AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT568AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT578AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT557AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
CH3 5AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
NE470AA,Not Found,Not Found,Not Found
MK771AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
NE481AA,Not Found,Not Found,Not Found
MK7 6AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
NE461AA,Not Found,Not Found,Not Found
BT6 0AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
MK9 1AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
BD2 1AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
BD211AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
BD220AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
IM861ED,Not Found,Not Found,Not Found
BD3 0AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
BD240AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
BD4 0AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
BD7 1AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
BD6 1AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
BD5 0AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
BD9 4AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
EC2A1AA,Not Found,Not Found,Not Found
BD8 0AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
EC1P1AA,Not Found,Not Found,Not Found
BD971AD,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
BD981GA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
BH1 1AA,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
EC2M1BB,Not Found,Not Found,Not Found
BH104AA,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
EC2N1AA,Not Found,Not Found,Not Found
BH121AA,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
EC2P2AA,Not Found,Not Found,Not Found
BH136AA,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
BH140AA,Wessex Water,03456 003 600,https://www.wessexwater.co.uk/
EC3B0AB,Not Found,Not Found,Not Found
BH165AA,Wessex Water,03456 003 600,https://www.wessexwater.co.uk/
EC2Y5AA,Not Found,Not Found,Not Found
BH170AA,Wessex Water,03456 003 600,https://www.wessexwater.co.uk/
EC3P3AA,Not Found,Not Found,Not Found
BH2 5AA,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
BH211AA,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
BH204AA,Wessex Water,03456 003 600,https://www.wessexwater.co.uk/
EC4M4YA,Not Found,Not Found,Not Found
BH255AA,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
BH316AB,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
BH3 7AA,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
EC4P4AA,Not Found,Not Found,Not Found
BH5 1AA,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
BH6 3AA,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
BH7 6AA,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
BH8 0AA,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
EC4N1HP,Not Found,Not Found,Not Found
BH9 1AA,Bournemouth Water,01202 590 059,https://www.bournemouthwater.co.uk/
BL0 0AA,United Utilities,03456722999,https://www.unitedutilities.com/
EC500AB,Not Found,Not Found,Not Found
BL2 1AA,United Utilities,03456722999,https://www.unitedutilities.com/
EC881AA,Not Found,Not Found,Not Found
BL3 1AA,United Utilities,03456722999,https://www.unitedutilities.com/
BL4 0AA,United Utilities,03456722999,https://www.unitedutilities.com/
BL5 1AA,United Utilities,03456722999,https://www.unitedutilities.com/
BL6 4AA,United Utilities,03456722999,https://www.unitedutilities.com/
CV230AA,Not Found,Not Found,Not Found
BL7 0AA,United Utilities,03456722999,https://www.unitedutilities.com/
BL8 1AA,United Utilities,03456722999,https://www.unitedutilities.com/
BL9 0AA,United Utilities,03456722999,https://www.unitedutilities.com/
BR2 0AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
BR1 1AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
BT621AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
CV330AA,Not Found,Not Found,Not Found
CV344AA,Not Found,Not Found,Not Found
BT601AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT610AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
CV4 0AA,Not Found,Not Found,Not Found
BT635AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT641AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT651EA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT666AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT684TL,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT670AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT696AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT701AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT7 1AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
IM9 1AB,Not Found,Not Found,Not Found
BT740AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT714AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
CB231AA,Cambridge Water,01223 706 050,https://www.cambridge-water.co.uk/
BT750AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT760AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
B22 1AA,Not Found,Not Found,Not Found
IM991AA,Not Found,Not Found,Not Found
BT781AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT770AB,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT790AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT800AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT8 4AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
B2  2AA,Not Found,Not Found,Not Found
BT820AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT817AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT920AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT9 5AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT930AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT941AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT991EA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
CA1 1AA,United Utilities,03456722999,https://www.unitedutilities.com/
HD3 2AB,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HD2 1AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
NE675AA,Not Found,Not Found,Not Found
HD1 1AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HD4 5AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HD5 0AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
NE697AA,Not Found,Not Found,Not Found
HD6 1AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HD8 0AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
B24 0AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
NE707AB,Not Found,Not Found,Not Found
B26 1AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
B27 6AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
B25 8AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
CB223AA,Cambridge Water,01223 706 050,https://www.cambridge-water.co.uk/
NE8 1AA,Not Found,Not Found,Not Found
BR3 1AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
BR5 1AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
BR4 0AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
BR6 0AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
NE891AA,Not Found,Not Found,Not Found
NE837QQ,Not Found,Not Found,Not Found
BR7 5AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
BT1 1AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT100AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
NE9 5AA,Not Found,Not Found,Not Found
BT118AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT131AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT124AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT141DU,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT151AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT160AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
NE991AA,Not Found,Not Found,Not Found
BT170AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT191AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT2 7AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT180AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT203AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT210AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT221AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT247AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT233AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT251AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT266AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT274AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT280AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT294AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT3 9AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT319AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT300AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT323AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT341AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT330AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT350AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT370AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT380AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT364AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
BT390AA,Northern Ireland Water,0345 744 0088,https://www.niwater.com/home/
CA101AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA110AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA130AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA124AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA156AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA141AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA166AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA174AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA2 4AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA201AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA212XA,United Utilities,03456722999,https://www.unitedutilities.com/
CA233AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA222AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA243AB,United Utilities,03456722999,https://www.unitedutilities.com/
CA263AB,United Utilities,03456722999,https://www.unitedutilities.com/
CA255AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA270AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA4 0AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA6 4AA,United Utilities,03456722999,https://www.unitedutilities.com/
CA7 0AA,United Utilities,03456722999,https://www.unitedutilities.com/
AL1 1AA,Not Found,Not Found,Not Found
CA991AA,United Utilities,03456722999,https://www.unitedutilities.com/
CB113AA,Cambridge Water,01223 706 050,https://www.cambridge-water.co.uk/
CB101AA,Cambridge Water,01223 706 050,https://www.cambridge-water.co.uk/
CB1 0AA,Cambridge Water,01223 706 050,https://www.cambridge-water.co.uk/
CB214AA,Cambridge Water,01223 706 050,https://www.cambridge-water.co.uk/
B28 0AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
B29 4AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
CB241AA,Cambridge Water,01223 706 050,https://www.cambridge-water.co.uk/
CB250AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
CB3 0AA,Cambridge Water,01223 706 050,https://www.cambridge-water.co.uk/
CB4 0AB,Cambridge Water,01223 706 050,https://www.cambridge-water.co.uk/
CB6 1AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
B10 0AA,Not Found,Not Found,Not Found
B15 1AA,Not Found,Not Found,Not Found
CB8 0AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
CB7 4AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
CB9 0AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
CF101AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF110AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF140AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF240AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF3 0AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CH8 7AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CM0 7AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
CM1 1AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
CM111AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
CM120AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
CM131AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
CM144AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
CM150AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
DN3 1AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
CM170AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
CM164AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
CM186AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
CF311AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
DN311AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
CM194AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
CF320AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF355AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF334AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF340AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF371AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF363AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF381AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
MK1 1AA,Not Found,Not Found,Not Found
MK125AA,Not Found,Not Found,Not Found
CF433AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF440AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF425AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF453AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF465AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF481AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF470AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF5 1AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
MK180AG,Not Found,Not Found,Not Found
CF623AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF611AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CW9 5AA,United Utilities,03456722999,https://www.unitedutilities.com/
MK4 1AA,Not Found,Not Found,Not Found
CF631AB,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF641AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF717AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
MK5 5AA,Not Found,Not Found,Not Found
CF818AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF826AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
MK6 1AA,Not Found,Not Found,Not Found
CF831AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CF951AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
CH1 1AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
CF991NA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
